Season,Episode,URL
23_Season_Twenty-Three,07_Board_Girls,https://southpark.fandom.com/wiki/Board_Girls/Script?action=edit
23_Season_Twenty-Three,08_Turd_Burglars,https://southpark.fandom.com/wiki/Turd_Burglars/Script?action=edit
23_Season_Twenty-Three,09_Basic_Cable,https://southpark.fandom.com/wiki/Basic_Cable/Script?action=edit
23_Season_Twenty-Three,10_Christmas_Snow,https://southpark.fandom.com/wiki/Christmas_Snow/Script?action=edit
24_Season_Twenty-Four,1_The_Pandemic_Special,https://southpark.fandom.com/wiki/The_Pandemic_Special/Script?action=edit
24_Season_Twenty-Four,2_South_ParQ_Vaccination_Special,https://southpark.fandom.com/wiki/South_ParQ_Vaccination_Special/Script?action=edit
25_Season_Twenty-Five,1_Pajama_Day,https://southpark.fandom.com/wiki/Pajama_Day/Script?action=edit
25_Season_Twenty-Five,2_The_Big_Fix,https://southpark.fandom.com/wiki/The_Big_Fix/Script?action=edit
25_Season_Twenty-Five,3_City_People,https://southpark.fandom.com/wiki/City_People/Script?action=edit
25_Season_Twenty-Five,4_Back_To_The_Cold_War,https://southpark.fandom.com/wiki/Back_To_The_Cold_War/Script?action=edit
25_Season_Twenty-Five,"5_Help,_My_Teenager_Hates_Me!","https://southpark.fandom.com/wiki/Help,_My_Teenager_Hates_Me!/Script?action=edit"
25_Season_Twenty-Five,6_Credigree_Weed_St._Patrick_s_Day_Special,https://southpark.fandom.com/wiki/Credigree_Weed_St._Patrick's_Day_Special/Script?action=edit
