,source,target,weight
0,Kyle,Stan,13
1,Cartman,Kenny,2
2,Cartman,Stan,4
3,Cartman,Kyle,4
4,Kenny,Stan,3
5,Kenny,Kyle,2
6,Cartman,Randy,3
7,Cartman,Stuart,3
8,Carol,Cartman,1
9,Kenny,Stuart,1
10,Carol,Kenny,1
11,Carol,Stuart,1
12,Barbrady,Cartman,2
13,Barbrady,Kyle,1
14,Barbrady,Stan,1
